36,62,1
60,55,1
47,145,1
61,62,1
186,66,1
26,23,0
238,224,1
152,43,1
80,237,1
85,24,1
106,136,1
205,153,1
228,94,1
231,104,1
119,146,1
62,184,1
52,206,1
180,71,1
60,208,1
123,104,1
113,99,1
2,77,1
8,157,1
204,195,1
175,154,1
46,23,0
209,146,1
2,124,1
72,32,1
232,231,1
215,170,1
36,106,1
11,135,1
163,176,1
100,28,1
109,88,1
45,38,1
10,67,1
142,158,1
148,220,1
53,58,1
73,130,1
186,87,1
239,129,1
39,232,1
33,137,1
96,155,1
13,198,1
114,209,1
141,95,1
112,249,1
39,72,1
11,29,1
214,29,1
26,178,1
160,246,1
35,213,1
38,119,1
105,32,1
58,12,0
94,4,1
127,55,1
79,168,1
46,240,1
132,242,1
197,58,1
236,100,1
145,125,1
105,93,1
88,84,1
110,1,1
239,18,1
177,154,1
54,156,1
39,188,1
239,19,1
59,138,1
65,105,1
66,25,1
138,67,1
6,111,1
228,155,1
209,137,1
91,214,1
50,211,1
20,220,1
232,120,1
93,228,1
76,14,0
140,22,1
150,68,1
175,0,0
124,61,1
132,13,1
149,32,1
118,222,1
4,195,1
142,238,1
49,235,1
225,132,1
133,67,1
193,226,1
95,225,1
9,63,1
189,78,1
123,156,1
219,31,1
227,31,1
51,180,1
118,87,1
67,107,1
50,65,1
200,88,1
136,104,1
43,131,1
94,149,1
68,174,1
232,161,1
8,75,1
57,206,1
59,198,1
119,144,1
177,42,1
143,240,1
190,114,1
158,116,1
159,170,1
72,132,1
126,126,1
1,89,1
210,12,1
101,65,1
78,243,1
178,99,1
139,112,1
63,241,1
222,240,1
222,225,1
145,154,1
189,83,1
3,210,1
72,169,1
187,145,1
17,220,1
15,95,1
149,27,1
170,245,1
28,19,0
3,20,0
90,201,1
115,57,1
143,162,0
237,54,1
181,114,1
156,153,1
193,8,1
131,181,1
45,159,1
177,135,1
36,184,1
82,112,1
111,28,1
224,7,1
104,56,1
2,121,0
237,56,1
26,235,1
209,153,1
103,170,1
135,181,1
0,19,0
212,60,1
135,187,1
87,162,1
162,186,1
188,166,1
84,29,1
191,77,1
194,7,1
15,40,1
89,55,1
29,127,1
124,64,1
223,2,0
74,39,1
146,172,1
182,166,1
59,174,1
213,94,1
138,98,1
104,168,1
171,102,1
61,49,1
20,62,1
181,106,1
82,58,1
222,7,1
18,35,1
217,176,1
34,221,1
125,136,1
191,166,1
30,188,1
217,229,1
80,63,1
97,30,1
48,207,1
209,13,1
40,97,1
20,0,0
136,168,1
123,201,1
234,202,1
150,3,1
163,167,1
13,135,1
175,110,1
179,198,1
239,29,1
229,187,1
149,45,1
199,245,1
79,15,0
226,28,1
52,184,1
132,23,1
143,71,1
123,144,1
202,6,1
40,229,0
61,112,1
174,150,1
209,214,1
48,223,1
27,10,0
188,157,1
6,17,0
78,37,1
95,84,1
132,156,1
209,62,1
131,159,1
202,103,1
87,248,1
214,44,1
216,202,1
226,208,1
49,194,1
186,32,1
186,181,1
0,114,1
191,68,1
214,125,1
138,7,1
111,135,1
147,224,1
123,82,1
66,172,1
47,167,1
204,243,1
132,100,1
149,217,1
149,87,1
107,74,1
151,48,1
205,109,1
137,186,1
168,64,1
220,102,1
95,237,1
233,97,1
228,133,1
27,118,1
19,137,1
227,53,1
213,29,1
14,67,1
108,88,1
128,71,1
71,63,1
85,195,1
157,188,1
148,43,1
151,234,1
75,82,1
7,238,1
166,138,1
75,247,1
52,96,1
131,91,1
186,40,1
146,122,1
166,141,1
57,165,1
129,159,1
70,98,1
50,168,1
194,137,1
28,38,1
230,83,1
163,136,1
197,57,1
34,216,1
172,107,1
131,166,1
226,220,1
67,41,1
179,54,1
39,19,0
115,190,1
61,121,1
7,61,1
200,176,1
222,208,1
176,91,1
188,44,1
144,226,1
52,53,1
6,14,0
169,105,1
5,232,1
183,125,1
111,228,1
125,234,1
52,214,1
176,223,1
191,74,1
233,67,1
206,70,1
227,2,0
172,91,1
201,85,1
59,37,1
139,75,1
27,182,1
233,108,1
227,111,1
77,159,1
40,110,1
128,143,1
80,84,1
67,195,1
16,50,1
49,151,1
82,237,1
183,110,1
83,12,0
120,120,1
170,26,1
27,47,1
89,247,1
30,71,1
184,186,1
66,23,0
207,178,1
160,103,1
85,12,1
218,172,1
212,207,1
118,92,1
22,55,1
76,37,1
107,49,1
106,49,1
228,120,1
75,21,0
167,63,1
230,95,1
102,112,1
230,217,1
100,2,1
23,20,0
143,182,1
53,59,1
85,97,1
80,102,1
13,222,1
38,248,1
26,48,0
43,189,1
118,29,1
3,148,1
226,135,1
109,22,0
163,109,1
81,121,1
163,158,1
167,0,0
89,181,1
108,140,1
173,0,1
132,145,1
20,204,1
190,80,1
236,217,1
19,0,0
185,117,1
2,241,1
110,93,1
6,63,1
13,8,0
155,2,1
22,173,1
22,21,0
132,0,0
